0.99,76836.1,50872.0,16374.74,2122.09,7467.27,7235.2,232.07,0.0,conventional,Boise,1424563200,February
1.01,549945.76,4641.02,455362.38,219.4,89722.96,89523.38,199.58,0.0,conventional,Boston,1449964800,December
1.07,536479.42,5804.31,427358.64,277.56,103038.91,97207.43,5831.48,0.0,conventional,Boston,1443916800,October
1.28,500233.69,4299.27,393281.62,1957.86,100694.94,100466.86,228.08,0.0,conventional,Boston,1437868800,July
1.26,534488.54,4285.68,380514.08,162.66,149526.12,147667.72,1858.4,0.0,conventional,Boston,1431820800,May
1.17,408403.96,3425.53,290512.65,78.96,114386.82,113811.26,575.56,0.0,conventional,Boston,1425772800,March
1.35,96233.08,1367.81,39542.83,85.76,55236.68,55236.68,0.0,0.0,conventional,BuffaloRochester,1451174400,December
1.29,106083.75,1536.35,40701.65,58.28,63787.47,62627.47,1160.0,0.0,conventional,BuffaloRochester,1445126400,October
1.47,81830.13,1139.74,56289.28,349.19,24051.92,24051.92,0.0,0.0,conventional,BuffaloRochester,1439078400,August
1.4,130841.08,1039.49,54249.06,79.38,75473.15,75473.15,0.0,0.0,conventional,BuffaloRochester,1433030400,May
1.4,119902.96,3090.55,45420.06,48.2,71344.15,71288.59,55.56,0.0,conventional,BuffaloRochester,1426982400,March
1.54,106221.32,1642.25,50985.2,79.61,53514.26,53514.26,0.0,0.0,conventional,BuffaloRochester,1420934400,January
0.95,5830427.96,2369824.75,2596785.28,211901.97,651915.96,626993.54,19804.69,5117.73,conventional,California,1446336000,November
1.18,5193221.0,2626977.95,1798911.33,222082.91,545248.81,535183.95,6573.5,3491.36,conventional,California,1440288000,August
0.97,6741662.31,4075881.34,1771908.98,210670.82,683201.17,657421.42,22961.19,2818.56,conventional,California,1434240000,June
1.12,5467155.55,2754464.87,1886168.89,225396.85,601124.94,539258.29,59212.09,2654.56,conventional,California,1428192000,April
1.06,4929884.26,2380955.61,1827783.28,150535.5,570609.87,521004.15,46809.48,2796.24,conventional,California,1422144000,January
1.01,169281.16,28543.88,80244.55,36860.51,23632.22,21132.1,2500.12,0.0,conventional,Charlotte,1447545600,November
1.01,227728.43,35126.74,62187.49,64372.34,66041.86,59197.7,6844.16,0.0,conventional,Charlotte,1441497600,September
1.17,193654.01,23693.74,58162.31,42044.35,69753.61,67989.08,1764.53,0.0,conventional,Charlotte,1435449600,June
1.18,180944.22,38330.46,41954.32,36041.12,64618.32,63182.05,1436.27,0.0,conventional,Charlotte,1429401600,April
1.17,150139.38,31509.41,35566.91,31778.73,51284.33,41921.3,9363.03,0.0,conventional,Charlotte,1423353600,February
1.11,602481.22,42851.47,422479.32,74988.97,62161.46,61862.57,298.89,0.0,conventional,Chicago,1448755200,November
1.19,729117.42,16477.56,534644.45,103103.75,74891.66,71195.89,3316.58,379.19,conventional,Chicago,1442707200,September
1.26,772151.2,22933.92,545739.34,109149.46,94328.48,90428.86,2536.23,1363.39,conventional,Chicago,1436659200,July
1.04,978376.13,64798.64,690167.81,129694.01,93715.67,89297.42,4414.64,3.61,conventional,Chicago,1430611200,May
1.18,773078.09,39072.26,533387.47,106178.47,94439.89,90447.44,3976.51,15.94,conventional,Chicago,1424563200,February
0.79,207386.27,3802.6,123544.78,4574.03,75464.86,15835.2,58783.54,846.12,conventional,CincinnatiDayton,1449964800,December
0.93,235243.88,2132.57,157237.69,11767.9,64105.72,16488.06,45980.45,1637.21,conventional,CincinnatiDayton,1443916800,October
1.03,216611.18,2474.11,139527.28,5691.94,68917.85,24769.87,43020.67,1127.31,conventional,CincinnatiDayton,1437868800,July
1.04,234579.34,10239.98,150323.91,14523.82,59491.63,18091.92,38536.09,2863.62,conventional,CincinnatiDayton,1431820800,May
0.87,219110.81,3470.71,147536.24,3678.29,64425.57,30834.06,32786.33,805.18,conventional,CincinnatiDayton,1425772800,March
0.99,107565.04,41808.54,27120.67,15564.05,23071.78,15032.43,3874.64,4164.71,conventional,Columbus,1451174400,December
0.98,137773.84,62590.79,33116.75,18606.59,23459.71,18601.8,4384.37,473.54,conventional,Columbus,1445126400,October
1.0,167387.9,64121.12,52440.39,20857.42,29968.97,20668.0,7460.64,1840.33,conventional,Columbus,1439078400,August
1.1,143985.96,80729.03,21813.84,13935.13,27507.96,21434.49,4733.2,1340.27,conventional,Columbus,1433030400,May
0.94,182625.49,101143.03,40165.62,24995.65,16321.19,9158.76,2691.96,4470.47,conventional,Columbus,1426982400,March
0.97,125742.48,64726.71,34844.49,7190.05,18981.23,16400.27,2458.67,122.29,conventional,Columbus,1420934400,January
0.78,1114177.66,546040.25,376913.25,85323.07,105901.09,98097.43,7644.9,158.76,conventional,DallasFtWorth,1446336000,November
0.85,1120172.03,679440.88,321325.08,8261.74,111144.33,102621.57,8502.23,20.53,conventional,DallasFtWorth,1440288000,August
0.65,1508750.45,1013252.58,353165.21,7557.93,134774.73,130578.16,4187.62,8.95,conventional,DallasFtWorth,1434240000,June
0.77,1324348.89,802917.65,387745.54,13592.62,120093.08,105522.18,13748.75,822.15,conventional,DallasFtWorth,1428192000,April
0.8,1008295.47,649344.32,271152.06,9610.83,78188.26,60158.3,18029.96,0.0,conventional,DallasFtWorth,1422144000,January
0.82,925618.09,98269.82,428998.81,20029.1,378320.36,36279.71,342040.65,0.0,conventional,Denver,1447545600,November
1.09,729046.74,138154.55,420365.75,19090.66,151435.78,47833.83,103601.95,0.0,conventional,Denver,1441497600,September
1.2,696697.65,162885.58,362226.14,18449.63,153136.3,93206.17,59917.38,12.75,conventional,Denver,1435449600,June
1.08,797021.22,129744.18,544167.43,6231.67,116877.94,44279.02,72598.92,0.0,conventional,Denver,1429401600,April
0.95,766576.39,153584.14,466313.49,5420.92,141257.84,92800.41,48427.25,30.18,conventional,Denver,1423353600,February
1.11,228427.08,84236.03,38244.11,63664.14,42282.8,31628.56,920.38,9733.86,conventional,Detroit,1448755200,November
1.0,373545.23,129945.11,71335.62,111298.27,60966.23,38180.88,839.26,21946.09,conventional,Detroit,1442707200,September
1.02,310049.5,127995.39,36569.66,62708.05,82776.4,76701.28,1977.04,4098.08,conventional,Detroit,1436659200,July
1.06,374659.88,161288.26,71919.54,74593.79,66858.29,60634.57,785.52,5438.2,conventional,Detroit,1430611200,May
1.15,250888.8,99207.09,34703.33,46471.63,70506.75,66789.41,267.65,3449.69,conventional,Detroit,1424563200,February
1.24,117645.69,3809.88,69582.68,3264.07,40989.06,38257.02,2231.37,500.67,conventional,GrandRapids,1449964800,December
0.99,160322.48,3241.7,102316.58,18103.36,36660.84,29446.94,2198.98,5014.92,conventional,GrandRapids,1443916800,October
1.12,153868.79,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,conventional,GrandRapids,1437868800,July
0.97,277502.12,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,GrandRapids,1431820800,May
1.08,146835.6,1783.51,68592.44,3903.17,72556.48,69329.04,3169.54,57.9,conventional,GrandRapids,1425772800,March
1.01,2580602.96,336673.7,1411808.83,254629.93,577490.5,400003.8,98401.09,79085.61,conventional,GreatLakes,1451174400,December
1.03,2981549.94,396690.54,1695841.56,353741.96,535275.88,419558.97,92629.46,23087.45,conventional,GreatLakes,1445126400,October
1.12,3230139.65,420919.7,1839862.82,331336.66,638020.47,497895.48,115527.66,24597.33,conventional,GreatLakes,1439078400,August
1.2,3151714.0,667193.97,1478975.82,280464.92,725079.29,593192.94,119920.22,11966.13,conventional,GreatLakes,1433030400,May
1.04,3746598.18,543151.72,2146436.5,451798.84,605211.12,453829.96,105804.36,45576.8,conventional,GreatLakes,1426982400,March
1.1,3067638.32,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,conventional,GreatLakes,1420934400,January
1.13,219970.37,28916.15,140625.82,173.18,50255.22,49340.53,914.69,0.0,conventional,HarrisburgScranton,1446336000,November
1.1,222637.15,37213.9,128402.42,584.81,56436.02,54580.78,1140.14,715.1,conventional,HarrisburgScranton,1440288000,August
1.13,277578.88,42766.16,140403.76,2028.31,92380.65,87952.58,2821.41,1606.66,conventional,HarrisburgScranton,1434240000,June
1.21,216376.66,35705.85,112157.42,485.39,68028.0,66320.66,1643.45,63.89,conventional,HarrisburgScranton,1428192000,April
1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,HarrisburgScranton,1422144000,January
1.12,275217.97,4680.06,228183.77,197.29,42156.85,40290.46,1866.39,0.0,conventional,HartfordSpringfield,1447545600,November
1.27,281256.19,3976.35,221997.7,497.89,54784.25,52839.06,1945.19,0.0,conventional,HartfordSpringfield,1441497600,September
1.27,304624.07,4253.95,226699.55,9682.22,63988.35,60622.57,3365.78,0.0,conventional,HartfordSpringfield,1435449600,June
1.35,271198.73,3625.55,196720.42,175.12,70677.64,66844.17,3833.47,0.0,conventional,HartfordSpringfield,1429401600,April
1.09,364571.57,6791.17,289098.22,215.13,68467.05,65594.58,2872.47,0.0,conventional,HartfordSpringfield,1423353600,February
0.79,783225.98,391616.95,289533.68,4334.89,97740.46,67880.28,29860.18,0.0,conventional,Houston,1448755200,November
0.83,967228.05,417701.88,445473.03,6959.5,97093.64,55198.32,41895.32,0.0,conventional,Houston,1442707200,September
0.79,999607.51,559622.59,307628.06,3226.08,129130.78,71467.17,57474.72,188.89,conventional,Houston,1436659200,July
0.74,1296308.05,651055.45,502617.22,4521.86,138113.52,55875.33,82238.19,0.0,conventional,Houston,1430611200,May
0.82,978807.74,520034.92,346617.64,6532.39,105622.79,73227.41,32395.38,0.0,conventional,Houston,1424563200,February
1.03,125342.89,4904.51,69984.32,11398.44,39055.62,21259.82,15580.08,2215.72,conventional,Indianapolis,1449964800,December
0.98,139679.01,3645.9,87385.31,13528.83,35118.97,18727.08,14546.97,1844.92,conventional,Indianapolis,1443916800,October
1.22,144476.44,3840.1,84797.31,7897.34,47941.69,27526.1,19119.03,1296.56,conventional,Indianapolis,1437868800,July
1.06,195532.38,16899.58,127193.06,5271.2,46168.54,23578.29,22228.41,361.84,conventional,Indianapolis,1431216000,May
1.13,169556.49,4876.24,110740.95,14372.16,39567.14,22401.71,14728.68,2436.75,conventional,Indianapolis,1425168000,March
1.19,95935.66,63053.15,6544.15,241.09,26097.27,16151.43,9940.6,5.24,conventional,Jacksonville,1450569600,December
0.99,141875.2,93556.4,12101.67,1201.18,35015.95,14261.06,20754.89,0.0,conventional,Jacksonville,1444521600,October
1.24,112332.05,63302.99,19717.01,759.06,28552.99,19135.05,9417.94,0.0,conventional,Jacksonville,1438473600,August
1.0,195410.86,139484.96,13258.26,1049.26,41618.38,20782.4,20835.98,0.0,conventional,Jacksonville,1432425600,May
1.27,110128.66,76237.55,8987.99,999.8,23903.32,17130.38,6772.94,0.0,conventional,Jacksonville,1426377600,March
0.97,153506.84,105203.79,19147.78,468.7,28686.57,13653.15,15033.42,0.0,conventional,Jacksonville,1420329600,January
0.98,245167.14,79873.47,115618.11,14217.03,35458.53,33684.23,1774.3,0.0,conventional,LasVegas,1445731200,October
0.96,314774.36,110442.18,136169.01,7799.26,60363.91,48127.04,12236.87,0.0,conventional,LasVegas,1439683200,August
1.02,335693.08,146782.32,112611.12,5234.25,71065.39,47209.35,23856.04,0.0,conventional,LasVegas,1433635200,June
0.84,354048.59,194240.37,104621.47,7463.43,47723.32,39098.87,8624.45,0.0,conventional,LasVegas,1427587200,March
1.06,233186.09,100191.96,94930.69,4887.89,33175.55,32897.59,277.96,0.0,conventional,LasVegas,1421539200,January
0.84,2621078.31,1314856.37,702841.97,75385.11,527994.86,492713.56,29335.02,5946.28,conventional,LosAngeles,1446940800,November
0.9,3037663.98,2084250.55,503077.81,86574.37,363761.25,357387.32,3503.63,2870.3,conventional,LosAngeles,1440892800,August
0.91,3040023.34,2133616.93,473295.46,79616.07,353494.88,334560.23,15484.32,3450.33,conventional,LosAngeles,1434844800,June
0.93,2799667.4,1818859.19,579426.16,64716.4,336665.65,284383.05,50472.61,1809.99,conventional,LosAngeles,1428796800,April
0.74,4031949.04,2770656.27,854673.24,64439.7,342179.83,308754.64,31108.07,2317.12,conventional,LosAngeles,1422748800,February
1.01,60971.36,1319.83,33164.09,3367.31,23120.13,12082.22,10219.32,818.59,conventional,Louisville,1448150400,November
0.98,85919.67,1730.17,56765.08,5424.16,22000.26,9468.95,11295.37,1235.94,conventional,Louisville,1442102400,September
1.15,81748.59,1948.65,49319.51,3205.65,27274.78,16460.65,10376.77,437.36,conventional,Louisville,1436054400,July
1.21,65742.4,2070.06,42192.26,2780.63,18699.45,9812.43,8286.28,600.74,conventional,Louisville,1430006400,April
1.13,80537.77,3843.22,50486.3,1394.17,24814.08,11567.45,12926.67,319.96,conventional,Louisville,1423958400,February
1.25,340513.61,247061.97,34861.19,83.27,58507.18,25297.27,33209.91,0.0,conventional,MiamiFtLauderdale,1449360000,December
1.31,318048.12,200219.37,57857.02,40.63,59931.1,35358.56,24572.54,0.0,conventional,MiamiFtLauderdale,1443312000,September
0.96,626841.5,436603.6,96849.49,98.68,93289.73,55330.18,37959.55,0.0,conventional,MiamiFtLauderdale,1437264000,July
1.28,435547.13,315524.39,37151.03,58.42,82813.29,60376.64,22436.65,0.0,conventional,MiamiFtLauderdale,1431216000,May
1.01,647014.16,484615.92,60307.81,41.65,102048.78,45516.03,56532.75,0.0,conventional,MiamiFtLauderdale,1425168000,March
1.05,2044020.93,446433.13,1024405.09,96387.48,476795.23,434534.42,38523.1,3737.71,conventional,Midsouth,1450569600,December
1.13,2329757.67,469059.21,1057488.47,277954.43,525255.56,455592.88,68091.96,1570.72,conventional,Midsouth,1444521600,October
1.14,2752081.97,532287.84,1359710.96,208419.92,651663.25,604227.7,46004.95,1430.6,conventional,Midsouth,1438473600,August
1.14,3119050.91,719874.17,1431141.56,231744.91,736290.27,679537.84,55107.23,1645.2,conventional,Midsouth,1432425600,May
1.19,2462108.11,570576.91,1066470.63,210234.78,614825.79,578103.5,34641.93,2080.36,conventional,Midsouth,1426377600,March
1.1,2578275.12,575245.44,1311502.53,181058.65,510468.5,429166.89,80986.81,314.8,conventional,Midsouth,1420329600,January
0.91,148660.26,89991.51,20511.16,4334.1,33823.49,25000.22,8823.27,0.0,conventional,Nashville,1445731200,October
0.96,187310.28,126796.3,18393.32,13672.42,28448.24,22867.47,5354.02,226.75,conventional,Nashville,1439683200,August
0.96,189470.19,128293.7,10385.79,10508.18,40282.52,31059.24,8944.38,278.9,conventional,Nashville,1433635200,June
1.07,151301.45,102824.72,8307.47,14079.54,26089.72,19540.62,6549.1,0.0,conventional,Nashville,1427587200,March
1.08,143464.64,97216.47,8423.57,12187.72,25636.88,23520.54,2116.34,0.0,conventional,Nashville,1421539200,January
0.96,197713.69,122265.65,21552.54,692.39,53203.11,49206.68,3996.43,0.0,conventional,NewOrleansMobile,1446940800,November
1.03,234307.92,144651.98,14746.53,2416.44,72492.97,68104.04,4376.84,12.09,conventional,NewOrleansMobile,1440892800,August
0.93,293734.93,182416.44,8803.83,7161.74,95352.92,86878.25,8474.67,0.0,conventional,NewOrleansMobile,1434844800,June
0.97,235709.99,168050.37,7155.35,294.0,60210.27,53843.01,6367.26,0.0,conventional,NewOrleansMobile,1428796800,April
0.81,367711.87,271075.59,11860.86,426.32,84349.1,76463.29,7885.81,0.0,conventional,NewOrleansMobile,1422748800,February
1.14,1111803.12,15004.7,905344.06,1227.89,190226.47,156660.8,33558.6,7.07,conventional,NewYork,1448150400,November
1.16,1479334.84,20526.41,1208256.11,1030.24,249522.08,181277.74,68237.18,7.16,conventional,NewYork,1442102400,September
1.18,1666825.63,23947.74,1290776.67,5470.64,346630.58,278911.21,67625.57,93.8,conventional,NewYork,1436054400,July
1.44,1295589.61,20400.34,932216.48,2618.1,340354.69,246376.89,93487.52,490.28,conventional,NewYork,1430006400,April
1.36,997562.44,17342.31,688201.27,2659.51,289359.35,240950.54,48408.81,0.0,conventional,NewYork,1423958400,February
1.14,3218494.55,85444.57,2541186.76,3341.42,588521.8,547611.8,40901.19,8.81,conventional,Northeast,1449360000,December
1.13,3739072.7,86278.88,2965153.82,4785.85,682854.15,589490.48,93363.67,0.0,conventional,Northeast,1443312000,September
1.27,4169213.2,107602.07,3057929.0,36476.44,967205.69,900291.21,66844.37,70.11,conventional,Northeast,1437264000,July
1.21,5498650.28,134556.37,4143702.97,10220.82,1210170.12,1120295.45,89874.67,0.0,conventional,Northeast,1431216000,May
1.15,3780455.44,88609.28,2790180.2,7317.59,894348.37,810060.6,84287.77,0.0,conventional,Northeast,1425168000,March
1.17,284808.22,2616.13,232459.75,3820.83,45911.51,45911.51,0.0,0.0,conventional,NorthernNewEngland,1450569600,December
1.19,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0.0,conventional,NorthernNewEngland,1444521600,October
1.25,417082.92,2279.1,347110.01,1637.61,66056.2,66056.2,0.0,0.0,conventional,NorthernNewEngland,1438473600,August
1.04,512172.44,2624.76,372289.48,53.34,137204.86,137204.86,0.0,0.0,conventional,NorthernNewEngland,1432425600,May
1.15,301852.8,6236.37,247092.81,90.6,48433.02,48390.8,42.22,0.0,conventional,NorthernNewEngland,1426377600,March
1.05,321823.77,4966.76,264351.96,14.68,52490.37,52490.37,0.0,0.0,conventional,NorthernNewEngland,1420329600,January
1.25,210265.79,138110.06,24182.08,91.29,47882.36,29737.38,18128.16,16.82,conventional,Orlando,1445731200,October
1.23,240185.69,128769.54,46941.6,91.62,64382.93,45260.21,19122.72,0.0,conventional,Orlando,1439683200,August
0.98,391556.97,271323.04,33611.14,561.66,86061.13,48219.72,37841.41,0.0,conventional,Orlando,1433635200,June
1.25,216925.45,150612.51,18785.42,128.97,47398.55,29215.6,18182.95,0.0,conventional,Orlando,1427587200,March
1.33,191078.37,112722.12,34703.28,83.8,43569.17,18914.84,24654.33,0.0,conventional,Orlando,1421539200,January
1.27,374933.8,13866.99,268320.02,479.7,92267.09,76143.42,16123.67,0.0,conventional,Philadelphia,1446940800,November
1.26,381319.43,14942.34,269812.12,654.66,95910.31,86293.69,9570.66,45.96,conventional,Philadelphia,1440892800,August
1.33,456983.44,16066.69,310906.06,1155.21,128855.48,117744.63,11040.67,70.18,conventional,Philadelphia,1434844800,June
1.44,335389.56,15208.07,210183.29,1217.98,108780.22,95743.68,13036.54,0.0,conventional,Philadelphia,1428796800,April
1.14,569304.8,30263.22,417993.89,1722.1,119325.59,104365.66,14959.93,0.0,conventional,Philadelphia,1422748800,February
0.77,737834.48,441712.62,220374.84,11102.75,64644.27,63088.81,1555.46,0.0,conventional,PhoenixTucson,1448150400,November
0.71,1100901.69,606856.71,294311.71,15399.69,184333.58,74017.75,110315.83,0.0,conventional,PhoenixTucson,1442102400,September
0.56,1456835.79,1096452.67,220124.25,5251.74,135007.13,98977.04,36030.09,0.0,conventional,PhoenixTucson,1436054400,July
0.53,1272428.72,1012900.04,159158.29,5832.62,94537.77,76637.06,17900.71,0.0,conventional,PhoenixTucson,1430006400,April
0.6,1159509.68,938840.55,143378.43,5938.72,71351.98,71344.45,7.53,0.0,conventional,PhoenixTucson,1423958400,February
1.21,61870.23,1712.54,41481.83,1081.56,17594.3,8739.98,8854.32,0.0,conventional,Pittsburgh,1449360000,December
1.11,91558.77,815.05,62972.23,1852.47,25919.02,14361.09,11557.93,0.0,conventional,Pittsburgh,1443312000,September
1.44,73321.36,1296.93,43696.6,1675.99,26651.84,23700.61,2951.23,0.0,conventional,Pittsburgh,1437264000,July
1.46,82110.05,2099.7,48280.34,1279.05,30450.96,23419.51,7031.45,0.0,conventional,Pittsburgh,1431216000,May
1.25,65484.37,841.5,39074.28,1225.82,24342.77,19985.54,4357.23,0.0,conventional,Pittsburgh,1425168000,March
1.13,1139861.64,497437.17,341262.17,27253.71,273908.59,255725.09,16936.24,1247.26,conventional,Plains,1450569600,December
1.05,1560845.55,708470.83,576153.62,14585.67,261635.43,248699.54,11296.81,1639.08,conventional,Plains,1444521600,October
1.13,1593031.18,761285.69,506914.62,33145.85,291685.02,276864.79,13477.89,1342.34,conventional,Plains,1438473600,August
1.03,2026639.78,1221023.1,450494.18,12148.13,342974.37,338254.28,2828.9,1891.19,conventional,Plains,1432425600,May
1.1,1590080.35,839457.23,435373.81,10344.37,304904.94,300231.39,3729.66,943.89,conventional,Plains,1426377600,March
1.01,1683795.3,1027842.3,466641.12,10476.89,178834.99,177360.2,440.57,1034.22,conventional,Plains,1420329600,January
0.91,480396.16,95297.5,191061.91,13673.67,180363.08,178207.01,1322.84,833.23,conventional,Portland,1445731200,October
1.17,465897.27,180693.46,190950.32,15332.72,78920.77,78821.71,94.95,4.11,conventional,Portland,1439683200,August
1.16,543944.19,194122.57,239758.46,19235.07,90828.09,90346.52,473.22,8.35,conventional,Portland,1433635200,June
1.2,401824.91,162580.71,163122.62,18487.16,57634.42,57229.61,402.85,1.96,conventional,Portland,1427587200,March
1.11,439617.61,155745.95,220991.54,14692.73,48187.39,34402.17,13785.22,0.0,conventional,Portland,1421539200,January
1.07,223564.41,61118.97,68546.36,52451.86,41447.22,39551.73,1895.49,0.0,conventional,RaleighGreensboro,1446940800,November
1.16,253577.94,52246.02,61767.29,42039.92,97524.71,97342.36,182.35,0.0,conventional,RaleighGreensboro,1440892800,August
1.17,264236.38,45414.99,87728.29,41369.1,89724.0,89158.23,565.77,0.0,conventional,RaleighGreensboro,1434844800,June
1.1,274985.46,71379.06,72736.73,37443.69,93425.98,92113.02,1312.96,0.0,conventional,RaleighGreensboro,1428796800,April
0.99,344288.82,79507.9,115316.24,88450.29,61014.39,41191.91,19822.48,0.0,conventional,RaleighGreensboro,1422748800,February
1.01,148242.89,44462.58,69493.08,6545.55,27741.68,27736.4,2.64,2.64,conventional,RichmondNorfolk,1448150400,November
1.01,229220.66,86208.18,89290.69,9499.01,44222.78,43507.62,715.16,0.0,conventional,RichmondNorfolk,1442102400,September
1.01,287571.95,94880.31,118022.58,15212.24,59456.82,58905.71,551.11,0.0,conventional,RichmondNorfolk,1436054400,July
1.11,235546.11,76765.23,97538.87,11133.44,50108.57,49595.75,390.6,122.22,conventional,RichmondNorfolk,1430006400,April
1.13,207249.74,70877.95,77855.03,10942.01,47574.75,41738.23,5836.52,0.0,conventional,RichmondNorfolk,1423958400,February
1.03,73733.96,24165.84,30145.95,114.57,19307.6,19307.6,0.0,0.0,conventional,Roanoke,1448755200,November
1.0,125682.96,64728.77,37055.97,128.08,23770.14,23770.14,0.0,0.0,conventional,Roanoke,1442707200,September
1.06,128054.41,50647.98,42235.42,740.63,34430.38,34430.38,0.0,0.0,conventional,Roanoke,1436659200,July
1.03,147690.42,54015.48,60973.26,120.87,32580.81,32327.48,253.33,0.0,conventional,Roanoke,1430611200,May
1.09,127855.51,55931.84,45806.33,43.06,26074.28,25882.69,191.59,0.0,conventional,Roanoke,1424563200,February
1.0,376689.94,94854.9,221627.68,16953.75,43253.61,43250.73,2.88,0.0,conventional,Sacramento,1449964800,December
1.1,377192.1,70755.56,259002.51,12312.13,35121.9,35121.9,0.0,0.0,conventional,Sacramento,1443916800,October
1.32,395471.89,130034.73,200668.51,13184.96,51583.69,51550.15,33.54,0.0,conventional,Sacramento,1437868800,July
1.18,397215.12,141111.13,200745.02,12034.36,43324.61,43324.61,0.0,0.0,conventional,Sacramento,1431820800,May
1.12,415147.69,152131.35,199610.67,13402.92,50002.75,50002.75,0.0,0.0,conventional,Sacramento,1425772800,March
0.92,439968.4,141447.28,130341.75,20174.55,148004.82,116383.07,31621.75,0.0,conventional,SanDiego,1451174400,December
1.03,447663.17,197862.67,179049.25,19380.83,51370.42,47913.55,3456.87,0.0,conventional,SanDiego,1445126400,October
1.03,630941.71,285569.68,288086.68,14248.31,43037.04,41132.08,1904.96,0.0,conventional,SanDiego,1439078400,August
0.9,569414.76,358147.99,153680.36,14150.62,43435.79,39195.38,4240.41,0.0,conventional,SanDiego,1433030400,May
0.96,515764.64,235106.15,221942.26,14165.05,44551.18,38487.7,6063.48,0.0,conventional,SanDiego,1426982400,March
0.82,544667.18,303369.02,192913.11,12900.65,35484.4,31807.96,3271.85,404.59,conventional,SanDiego,1420934400,January
0.97,869927.27,214932.11,563719.33,31481.92,59793.91,58929.19,845.56,19.16,conventional,SanFrancisco,1446336000,November
1.59,610212.92,129106.61,380934.57,27089.79,73081.95,72131.45,950.5,0.0,conventional,SanFrancisco,1440288000,August
1.51,696873.03,181175.51,403173.66,32092.36,80431.5,79360.05,1071.45,0.0,conventional,SanFrancisco,1434240000,June
1.33,742539.71,143671.36,473142.55,35650.7,90075.1,88603.82,1025.45,445.83,conventional,SanFrancisco,1428192000,April
1.21,713523.24,127276.45,481792.41,21293.67,83160.71,82293.47,796.67,70.57,conventional,SanFrancisco,1422144000,January
0.93,643402.84,146061.83,213666.13,9650.82,274024.06,273223.43,0.0,800.63,conventional,Seattle,1447545600,November
1.17,459793.66,167782.09,155468.95,12346.64,124195.98,124129.03,61.97,4.98,conventional,Seattle,1441497600,September
1.31,496302.98,175064.74,222871.77,13848.78,84517.69,84437.86,58.06,21.77,conventional,Seattle,1435449600,June
1.13,570030.63,130765.93,324680.31,10877.06,103707.33,103533.21,161.1,13.02,conventional,Seattle,1429401600,April
1.08,488980.65,153475.96,257164.75,10978.6,67361.34,65239.69,2117.07,4.58,conventional,Seattle,1423353600,February
0.97,217965.37,125440.43,42269.54,7454.33,42801.07,33356.89,9433.78,10.4,conventional,SouthCarolina,1448755200,November
